0;0;0;0;sea;false;ocean;0
1;3;52;30;sea;false;ocean;0
2;47;11;13;sea;false;ocean;0
3;53;22;14;sea;false;ocean;0
4;7;81;5;sea;false;ocean;0
5;13;12;65;sea;false;ocean;0
6;18;13;30;sea;false;ocean;0
7;41;33;15;sea;false;ocean;0
8;51;17;18;sea;false;ocean;0
9;6;29;17;sea;false;ocean;0
10;11;43;40;sea;false;ocean;0
11;40;4;21;sea;false;ocean;0
12;41;11;23;sea;false;ocean;0
13;25;14;21;sea;false;ocean;0
14;5;46;15;sea;false;ocean;0
15;32;56;1;sea;false;ocean;0
16;13;7;14;sea;false;ocean;0
17;42;13;42;sea;false;ocean;0
18;19;1;58;sea;false;ocean;0
19;8;28;36;sea;false;ocean;0
20;57;3;20;sea;false;ocean;0
21;32;20;10;sea;false;ocean;0
22;43;3;4;sea;false;ocean;0
23;10;4;8;sea;false;ocean;0
24;6;8;36;sea;false;ocean;0
25;17;61;3;sea;false;ocean;0
26;15;54;3;sea;false;ocean;0
27;5;7;32;sea;false;ocean;0
28;9;4;7;sea;false;ocean;0
29;38;3;4;sea;false;ocean;0
30;28;18;9;sea;false;ocean;0
31;50;3;18;sea;false;ocean;0
32;7;25;32;sea;false;ocean;0
33;17;1;51;sea;false;ocean;0
34;37;11;37;sea;false;ocean;0
35;11;6;12;sea;false;ocean;0
36;28;49;1;sea;false;ocean;0
37;4;41;13;sea;false;ocean;0
38;22;12;19;sea;false;ocean;0
39;36;10;20;sea;false;ocean;0
40;35;4;19;sea;false;ocean;0
41;10;38;35;sea;false;ocean;0
42;5;26;15;sea;false;ocean;0
43;45;15;16;sea;false;ocean;0
44;36;29;13;sea;false;ocean;0
45;16;11;26;sea;false;ocean;0
46;11;11;57;sea;false;ocean;0
47;6;71;4;sea;false;ocean;0
48;47;19;12;sea;false;ocean;0
49;41;10;11;sea;false;ocean;0
50;3;46;26;sea;false;ocean;0
51;8;1;81;sea;false;ocean;0
52;7;1;71;sea;false;ocean;0
53;70;3;19;sea;false;ocean;0
54;62;3;17;sea;false;ocean;0
55;16;41;34;sea;false;ocean;0
56;14;36;30;sea;false;ocean;0
57;33;11;51;sea;false;ocean;0
58;29;10;45;sea;false;ocean;0
59;11;23;50;sea;false;ocean;0
60;10;20;44;sea;false;ocean;0
61;22;54;5;sea;false;ocean;0
62;19;48;4;sea;false;ocean;0
63;2;59;31;sea;false;ocean;0
64;17;23;41;sea;false;ocean;0
65;15;20;36;sea;false;ocean;0
66;2;52;27;sea;false;ocean;0
67;9;39;37;sea;false;ocean;0
68;8;34;33;sea;false;ocean;0
69;31;6;25;sea;false;ocean;0
70;27;5;22;sea;false;ocean;0
71;3;51;4;sea;false;ocean;0
72;3;45;4;sea;false;ocean;0
73;73;4;17;sea;false;ocean;0
74;64;4;15;sea;false;ocean;0
75;26;2;40;sea;false;ocean;0
76;23;2;35;sea;false;ocean;0
77;14;5;25;sea;false;ocean;0
78;12;4;22;sea;false;ocean;0
79;31;6;24;sea;false;ocean;0
80;27;5;21;sea;false;ocean;0
81;5;51;33;sea;false;ocean;0
82;4;45;29;sea;false;ocean;0
83;3;5;44;sea;true;ocean;0
84;49;47;2;sea;true;ocean;0
85;43;41;2;sea;true;ocean;0
86;3;4;39;sea;true;ocean;0
87;39;2;26;sea;false;ocean;0
88;34;2;23;sea;false;ocean;0
89;13;66;10;sea;false;ocean;0
90;2;16;68;sea;false;ocean;0
91;2;14;60;sea;false;ocean;0
92;11;58;9;sea;false;ocean;0
93;13;61;20;sea;false;ocean;0
94;11;54;18;sea;false;ocean;0
95;53;27;8;sea;false;ocean;0
96;47;24;7;sea;false;ocean;0
97;1;8;31;sea;false;ocean;0
98;1;7;27;sea;false;ocean;0
99;3;50;2;sea;true;ocean;0
100;3;44;2;sea;true;ocean;0
101;3;72;4;sea;true;ocean;0
102;3;63;4;sea;true;ocean;0
103;3;62;9;sea;true;ocean;0
104;3;55;8;sea;true;ocean;0
105;43;4;39;sea;true;ocean;0
106;52;14;25;sea;false;ocean;0
107;46;12;22;sea;false;ocean;0
108;38;4;34;sea;true;ocean;0
109;20;17;62;sea;true;ocean;0
110;18;15;55;sea;true;ocean;0
111;26;23;45;sea;true;ocean;0
112;5;28;6;sea;true;ocean;0
113;4;25;5;sea;true;ocean;0
114;23;20;40;sea;true;ocean;0
115;1;3;81;sea;false;ocean;0
116;1;3;71;sea;false;ocean;0
117;21;66;12;sea;false;ocean;0
118;19;58;11;sea;false;ocean;0
119;37;9;17;sea;false;ocean;0
120;33;8;15;sea;false;ocean;0
121;19;18;31;sea;true;ocean;0
122;51;35;12;sea;true;ocean;0
123;45;31;11;sea;true;ocean;0
124;17;16;27;sea;true;ocean;0
125;2;21;68;sea;true;ocean;0
126;2;19;60;sea;true;ocean;0
127;31;53;3;sea;true;ocean;0
128;27;47;3;sea;true;ocean;0
129;58;27;4;sea;true;ocean;0
130;51;24;4;sea;true;ocean;0
131;13;21;33;sea;false;ocean;0
132;11;19;29;sea;false;ocean;0
133;12;15;72;sea;false;ocean;0
134;11;13;63;sea;false;ocean;0
135;53;6;37;sea;false;ocean;0
136;47;5;33;sea;false;ocean;0
137;34;43;16;sea;false;ocean;0
138;30;38;14;sea;false;ocean;0
139;0;3;52;sea;false;ocean;0
140;0;3;46;sea;false;ocean;0
141;17;26;1;sea;false;ocean;0
142;15;23;1;sea;false;ocean;0
143;232;152;154;land;true;plains;1
144;136;169;217;land;true;plains;1
145;242;162;97;land;true;plains;1
146;178;159;101;land;true;plains;1
147;224;176;97;land;true;plains;1
148;195;215;55;land;true;plains;1
149;192;195;107;land;true;plains;1
150;252;198;148;land;true;plains;1
151;143;97;218;land;true;plains;1
152;136;105;215;land;true;plains;1
153;219;182;54;land;true;plains;1
154;42;252;174;land;true;plains;1
