1;arms_factory;675.00;9.50;1736.00;1.29;0
1;arms_factory;685.00;9.50;1774.00;3.96;0
1;arms_factory;664.00;9.50;1733.00;0.34;0
1;arms_factory;646.00;9.50;1764.00;3.36;0
1;arms_factory;659.00;9.50;1702.00;4.57;0
1;arms_factory;692.00;9.50;1731.00;2.41;0
1;industrial_complex;643.00;9.50;1773.00;0.25;0
1;industrial_complex;682.00;9.50;1747.00;0.35;0
1;industrial_complex;672.00;9.50;1774.00;4.47;0
1;industrial_complex;667.00;9.50;1749.00;0.85;0
1;industrial_complex;653.00;9.50;1763.00;3.87;0
1;industrial_complex;645.00;9.50;1702.00;5.08;0
1;air_base;681.00;9.50;1768.00;2.92;0
1;supply_node;648.00;9.50;1707.00;5.88;0
1;supply_node;659.00;9.50;1738.00;2.53;0
1;supply_node;692.00;9.50;1743.00;5.12;0
1;supply_node;647.00;9.50;1755.00;1.77;0
1;supply_node;673.00;9.50;1771.00;4.71;0
1;supply_node;697.00;9.50;1778.00;1.01;0
1;supply_node;650.00;9.50;1779.00;3.95;0
1;naval_base;675.00;9.50;1791.00;-2.23;7364
1;naval_base;647.00;9.50;1791.00;-2.68;7364
1;naval_base;640.00;9.50;1755.00;-1.21;7364
1;naval_base;640.00;9.50;1729.00;-2.16;7364
1;naval_base;671.00;9.50;1791.00;-3.00;7364
1;naval_base;640.00;9.50;1734.00;-1.37;7364
1;bunker;686.00;9.50;1767.00;1.02;0
1;bunker;694.00;9.50;1766.00;5.15;0
1;bunker;657.00;9.50;1758.00;2.98;0
1;bunker;640.00;9.50;1723.00;4.54;0
1;bunker;640.00;9.50;1733.00;0.92;0
1;bunker;699.00;9.50;1740.00;3.59;0
1;bunker;653.00;9.50;1785.00;1.43;0
1;coastal_bunker;693.00;9.50;1791.00;-3.06;0
1;coastal_bunker;646.00;9.50;1791.00;-2.68;0
1;coastal_bunker;640.00;9.50;1708.00;-2.16;0
1;coastal_bunker;640.00;9.50;1744.00;-1.21;0
1;coastal_bunker;665.00;9.50;1791.00;-3.00;0
1;coastal_bunker;640.00;9.50;1733.00;-1.37;0
1;dockyard;654.00;9.50;1791.00;-2.68;0
1;anti_air_building;671.00;9.50;1788.00;3.15;0
1;anti_air_building;664.00;9.50;1741.00;6.16;0
1;anti_air_building;667.00;9.50;1765.00;1.09;0
1;synthetic_refinery;650.00;9.50;1720.00;5.22;0
1;fuel_silo;685.00;9.50;1760.00;0.49;0
1;rocket_site;684.00;9.50;1758.00;5.82;0
1;nuclear_reactor;673.00;9.50;1787.00;3.66;0
1;floating_harbor;642.87;9.50;1793.26;0.46;7697
2;arms_factory;3461.00;9.50;1784.00;0.85;0
2;arms_factory;3458.00;9.50;1744.00;3.87;0
2;arms_factory;3471.00;9.50;1739.00;5.08;0
2;arms_factory;3484.00;9.50;1777.00;2.92;0
2;arms_factory;3473.00;9.50;1740.00;5.58;0
2;arms_factory;3458.00;9.50;1780.00;0.86;0
2;industrial_complex;3476.00;9.50;1741.00;3.52;0
2;industrial_complex;3476.00;9.50;1781.00;1.36;0
2;industrial_complex;3480.00;9.50;1774.00;4.03;0
2;industrial_complex;3469.00;9.50;1783.00;5.59;0
2;industrial_complex;3488.00;9.50;1775.00;3.42;0
2;industrial_complex;3492.00;9.50;1738.00;4.64;0
2;air_base;3496.00;9.50;1776.00;2.48;0
2;supply_node;3464.00;9.50;1707.00;6.11;0
2;supply_node;3475.00;9.50;1738.00;1.31;0
2;supply_node;3508.00;9.50;1743.00;5.35;0
2;supply_node;3463.00;9.50;1755.00;0.55;0
2;supply_node;3489.00;9.50;1771.00;3.48;0
2;supply_node;3513.00;9.50;1778.00;6.07;0
2;supply_node;3466.00;9.50;1779.00;2.72;0
2;naval_base;3477.00;9.50;1791.00;-2.68;7599
2;naval_base;3498.00;9.50;1791.00;-2.77;7774
2;naval_base;3456.00;9.50;1760.00;-1.45;7599
2;naval_base;3485.00;9.50;1791.00;-2.95;7599
2;naval_base;3456.00;9.50;1724.00;-2.16;6986
2;naval_base;3456.00;9.50;1734.00;-1.37;6986
2;bunker;3478.00;9.50;1773.00;2.04;0
2;bunker;3460.00;9.50;1703.00;4.70;0
2;bunker;3474.00;9.50;1781.00;6.26;0
2;bunker;3467.00;9.50;1737.00;4.10;0
2;bunker;3507.00;9.50;1743.00;0.48;0
2;bunker;3466.00;9.50;1760.00;3.15;0
2;bunker;3516.00;9.50;1781.00;6.16;0
2;coastal_bunker;3456.00;9.50;1717.00;-2.16;0
2;coastal_bunker;3456.00;9.50;1771.00;-2.68;0
2;coastal_bunker;3492.00;9.50;1791.00;-2.77;0
2;coastal_bunker;3456.00;9.50;1757.00;-1.45;0
2;coastal_bunker;3487.00;9.50;1791.00;-2.95;0
2;coastal_bunker;3456.00;9.50;1734.00;-1.37;0
2;dockyard;3456.00;9.50;1768.00;-1.45;0
2;anti_air_building;3496.00;9.50;1763.00;1.60;0
2;anti_air_building;3476.00;9.50;1726.00;5.72;0
2;anti_air_building;3502.00;9.50;1764.00;2.10;0
2;synthetic_refinery;3479.00;9.50;1728.00;3.66;0
2;fuel_silo;3496.00;9.50;1787.00;0.04;0
2;rocket_site;3502.00;9.50;1788.00;5.38;0
2;nuclear_reactor;3496.00;9.50;1761.00;2.11;0
2;floating_harbor;3449.18;9.50;1716.88;0.98;7448
2;floating_harbor;3448.14;9.50;1732.63;-4.51;7540
2;floating_harbor;3448.05;9.50;1753.13;-4.59;7604
2;floating_harbor;3483.69;9.50;1798.88;0.19;7662
2;floating_harbor;3505.49;9.50;1797.53;0.37;7691
2;floating_harbor;3458.87;9.50;1793.26;0.46;7699
3;arms_factory;814.00;9.50;1767.00;5.08;0
3;arms_factory;754.00;9.50;1720.00;2.92;0
3;arms_factory;811.00;9.50;1777.00;5.58;0
3;arms_factory;728.00;9.50;1741.00;0.86;0
3;arms_factory;777.00;9.50;1743.00;3.52;0
3;arms_factory;793.00;9.50;1756.00;1.36;0
3;industrial_complex;812.00;9.50;1786.00;4.03;0
3;industrial_complex;730.00;9.50;1782.00;5.59;0
3;industrial_complex;785.00;9.50;1752.00;3.42;0
3;industrial_complex;751.00;9.50;1724.00;4.64;0
3;industrial_complex;753.00;9.50;1765.00;2.48;0
3;industrial_complex;731.00;9.50;1789.00;4.03;0
3;air_base;754.00;9.50;1782.00;0.41;0
3;supply_node;764.00;9.50;1715.00;5.35;0
3;supply_node;738.00;9.50;1723.00;0.55;0
3;supply_node;784.00;9.50;1743.00;3.48;0
3;supply_node;720.00;9.50;1746.00;6.07;0
3;supply_node;757.00;9.50;1745.00;2.72;0
3;supply_node;737.00;9.50;1764.00;5.65;0
3;supply_node;799.00;9.50;1767.00;1.95;0
3;supply_node;766.00;9.50;1776.00;4.89;0
3;supply_node;726.00;9.50;1781.00;0.09;0
3;supply_node;805.00;9.50;1784.00;4.13;0
3;naval_base;824.00;9.50;1791.00;-2.74;7763
3;naval_base;751.00;9.50;1791.00;-3.08;7763
3;naval_base;714.00;9.50;1791.00;-3.61;7763
3;bunker;774.00;9.50;1746.00;6.26;0
3;bunker;738.00;9.50;1720.00;4.10;0
3;bunker;732.00;9.50;1760.00;0.48;0
3;bunker;762.00;9.50;1734.00;3.15;0
3;bunker;760.00;9.50;1770.00;6.16;0
3;bunker;821.00;9.50;1785.00;1.09;0
3;bunker;803.00;9.50;1765.00;5.22;0
3;bunker;715.00;9.50;1770.00;0.49;0
3;bunker;773.00;9.50;1712.00;4.61;0
3;bunker;730.00;9.50;1746.00;5.82;0
3;coastal_bunker;794.00;9.50;1791.00;-2.74;0
3;coastal_bunker;755.00;9.50;1791.00;-3.08;0
3;coastal_bunker;733.00;9.50;1791.00;-3.61;0
3;dockyard;730.00;9.50;1791.00;-3.61;0
3;anti_air_building;734.00;9.50;1732.00;2.10;0
3;anti_air_building;769.00;9.50;1716.00;3.66;0
3;anti_air_building;761.00;9.50;1741.00;0.04;0
3;synthetic_refinery;737.00;9.50;1746.00;4.17;0
3;fuel_silo;787.00;9.50;1781.00;5.38;0
3;rocket_site;817.00;9.50;1790.00;4.78;0
3;nuclear_reactor;723.00;9.50;1756.00;1.16;0
3;floating_harbor;764.53;9.50;1797.98;0.07;7677
3;floating_harbor;734.13;9.50;1797.26;-0.46;7701
3;floating_harbor;799.24;9.50;1797.43;0.40;7747
4;arms_factory;910.00;9.50;1747.00;5.58;0
4;arms_factory;817.00;9.50;1753.00;0.86;0
4;arms_factory;932.00;9.50;1746.00;3.52;0
4;arms_factory;890.00;9.50;1745.00;1.36;0
4;arms_factory;896.00;9.50;1781.00;4.03;0
4;arms_factory;884.00;9.50;1771.00;5.59;0
4;industrial_complex;843.00;9.50;1785.00;3.42;0
4;industrial_complex;867.00;9.50;1777.00;4.64;0
4;industrial_complex;916.00;9.50;1740.00;2.48;0
4;industrial_complex;804.00;9.50;1747.00;4.03;0
4;industrial_complex;859.00;9.50;1718.00;0.41;0
4;industrial_complex;879.00;9.50;1739.00;3.08;0
4;air_base;949.00;9.50;1747.00;0.92;0
4;supply_node;882.00;9.50;1719.00;3.48;0
4;supply_node;907.00;9.50;1732.00;6.07;0
4;supply_node;860.00;9.50;1735.00;2.72;0
4;supply_node;812.00;9.50;1740.00;5.65;0
4;supply_node;933.00;9.50;1744.00;1.95;0
4;supply_node;838.00;9.50;1751.00;4.89;0
4;supply_node;884.00;9.50;1750.00;0.09;0
4;supply_node;909.00;9.50;1769.00;4.13;0
4;supply_node;876.00;9.50;1775.00;0.79;0
4;supply_node;841.00;9.50;1778.00;2.26;0
4;supply_node;926.00;9.50;1783.00;0.02;0
4;naval_base;841.00;9.50;1791.00;-2.59;7763
4;naval_base;939.00;9.50;1791.00;-2.68;7764
4;naval_base;885.00;9.50;1791.00;-3.33;7764
4;naval_base;903.00;9.50;1791.00;-2.75;7764
4;bunker;912.00;9.50;1745.00;6.16;0
4;bunker;856.00;9.50;1728.00;1.09;0
4;bunker;893.00;9.50;1760.00;5.22;0
4;bunker;947.00;9.50;1744.00;0.49;0
4;bunker;911.00;9.50;1782.00;4.61;0
4;bunker;830.00;9.50;1756.00;5.82;0
4;bunker;834.00;9.50;1767.00;3.66;0
4;bunker;890.00;9.50;1783.00;5.22;0
4;bunker;884.00;9.50;1715.00;1.60;0
4;bunker;930.00;9.50;1781.00;5.72;0
4;bunker;803.00;9.50;1731.00;2.10;0
4;coastal_bunker;940.00;9.50;1791.00;-2.68;0
4;coastal_bunker;899.00;9.50;1791.00;-2.75;0
4;coastal_bunker;827.00;9.50;1791.00;-2.59;0
4;coastal_bunker;875.00;9.50;1791.00;-3.33;0
4;dockyard;890.00;9.50;1791.00;-3.33;0
4;anti_air_building;886.00;9.50;1787.00;4.78;0
4;anti_air_building;933.00;9.50;1787.00;1.16;0
4;anti_air_building;857.00;9.50;1765.00;2.71;0
4;synthetic_refinery;853.00;9.50;1736.00;0.55;0
4;fuel_silo;921.00;9.50;1743.00;4.68;0
4;rocket_site;937.00;9.50;1748.00;2.62;0
4;nuclear_reactor;830.00;9.50;1746.00;5.28;0
4;floating_harbor;897.35;9.50;1797.48;0.39;7653
4;floating_harbor;880.29;9.50;1797.88;-0.19;7681
4;floating_harbor;829.33;9.50;1796.96;0.55;7693
4;floating_harbor;918.87;9.50;1797.26;0.46;7731
5;arms_factory;1022.00;9.50;1731.00;3.52;0
5;arms_factory;1023.00;9.50;1735.00;1.36;0
5;arms_factory;1025.00;9.50;1739.00;4.03;0
5;arms_factory;974.00;9.50;1742.00;5.59;0
5;arms_factory;977.00;9.50;1745.00;3.42;0
5;arms_factory;967.00;9.50;1746.00;4.64;0
5;industrial_complex;1024.00;9.50;1764.00;2.48;0
5;industrial_complex;1022.00;9.50;1768.00;4.03;0
5;industrial_complex;1024.00;9.50;1769.00;0.41;0
5;industrial_complex;975.00;9.50;1767.00;3.08;0
5;industrial_complex;953.00;9.50;1768.00;0.92;0
5;industrial_complex;965.00;9.50;1770.00;1.02;0
5;air_base;986.00;9.50;1771.00;5.15;0
5;supply_node;1001.00;9.50;1737.00;2.72;0
5;supply_node;1033.00;9.50;1734.00;5.65;0
5;supply_node;970.00;9.50;1740.00;1.95;0
5;supply_node;1023.00;9.50;1760.00;4.89;0
5;supply_node;958.00;9.50;1764.00;0.09;0
5;supply_node;994.00;9.50;1774.00;4.13;0
5;supply_node;1022.00;9.50;1783.00;0.79;0
5;supply_node;1049.00;9.50;1783.00;2.26;0
5;supply_node;958.00;9.50;1784.00;0.02;0
